ITEMCODE,DESCR1,DESCR2,DESCR3,DESCR4,UNIT,PARTNO,EXCHAPTER,EXCHAPTERDESCR,ALTPARTNO,LOCATION,STKQTY,STKVALUE,STKRATE,LSUPPCODE,LPOYEAR,LPOSERIES,LPONUMBER,LSUPPRATE,LRECVDATE,LISSUDATE,AVGISUQTY,AVGISUVLU,CYROPNQTY,CYROPNVLU,LYRECPQTY,LYRECPVLU,LYRISUQTY,LYRISUVLU,MINSTK,MAXSTK,ABCLASS,VARIANCE,STATUS,USERID,ACTION,ACTIONDATE,CYRISUQTY,CYRISUVLU,LPODATE,ITEMTYPE
19201404,"CONNECTION OVER-FLOW OF ""SINTEX""-",TANK,SIZE:110mm,"WITH FLANGE & -COLLER & 110mm X 6"" LONG NIPPLE",NO, , ,                    , , ,0,0,598.4,302G112,20022003,RP,126,598.4,16/08/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,14/08/2002,  
11334010,SLEEVE SS 316 FOR KPD 80/26 PUMP -,EPIL MECH.SEAL TYPE:(2001) P31 (28),,SILICON CARBIDE/SILICON CARBIDE FACE COMBINATION DRG:A4AKC27/A/RO,NO, , ,                    , ,S2114,0,0,2383.5,302C076,20122013,CO,20,2270,18/01/2013,18/01/2013,1,682.5913043,0,0,3,6338.85,3,6338.85,0,0,A,20, , , ,NULL,4,9360.75,01/04/2012,  
15201484,"NUT BRASS 1""DIA BSP MOC:BSS-249 WITH","SS 304Q.SLEEVE HAVING 'V'SEAT D1/2"" ",DIA BSP THREADED & WITH SS 304Q.SEAT,FOR VANAZ VALVE OF A'CLV NO:06 COMP ,NO, , ,                    , , ,0,0,395,302P036,20032004,CP,74,395,27/06/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,13/06/2003,  
19201360,SCREW EN-08 TO BE PREPARED & SQ.BAR-,& NEW THREADING IS TO BE DONE & 02-,NO'S TIE RODS TO BE PREPARED,ALL-COMPL.DETSIL'S AS OUR ENGR'S INSTRUC,NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
15201027,LEVER SS (OLD) BORING/FITTED BUSH -,EN-8 WITH PIN,ALL OTHER DETAIL'S -,AS PER OUR ENGR'S INSTRUCTION'S COMPLETE,NO, , ,                    , , ,0,0,0,302C076,20002001,CP,29,170,02/10/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
15201362,"TRAP STEAM 15 NB TO 55 ""SPIRAX"",'IBR",SCREWED,WITH BDV & WITH ISOTAB &-,DIFFUSER CLASS:150 COMPLETE,NO, , ,                    , , ,0,0,1890,302A085,20032004,CP,54,1890,23/05/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,23/05/2003,  
16201983,BOARD SWITCH WT02 SWITCH 5A+2SOCKET,+1NO SWAN HOLDER,MS SHEET FABRICATED,HINGED TYPE COMPLETE,NO, , ,                    , , ,0,0,400,302R068,20032004,MS,49,400,23/05/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,23/05/2003,  
16301037,TABLE OFFICE SIZE:4'X2' WT 3 DRAWERS,& ONE LOCKER 20/22G PRELAMINETED-,SHEET TOP,TA GREAY COLOUR COMPLETE,NO, , ,                    , , ,0,0,7475,302A388,20112012,SP,137,6500,21/06/2011,NULL,1,975,0,0,3,22425,3,22425,0,0,A,20, , , ,NULL,0,0,21/06/2011,  
19201099,VALVE GATE C.I.80mm REPARING ROSERY,WT REQUIRED NEW PART'S TO BE FITTED,,ALL OTHER DETAIL'S AS PER OUR ENGR'S COMPLETE,NO, , ,                    , , ,0,0,0,302M028,20002001,RP,205,1190,09/03/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
19201419,BARS SIDE TO BE CLADDING SS 304Q.-,FOR OUR GLUTEN PRESS,ALL COMPLETE-,TECH.DETAIL'S AS PER OUR ENGR'S- COMPLETE,NO, , ,                    , , ,0,0,11000,302S533,20022003,RP,271,11000,19/03/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,19/03/2003,  
19202060,COIL FOR SOLONOID VALVE REPAIRED,& REWINDING 250 V,ALL OTHER DETAILS,AS PER OUR ENGR'S INSTRUCTION'S – COMPLETE,NO, , ,                    , , ,0,0,0,302M094,20002001,RP,132,150,17/11/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
19203057,BURRETTE AUTO 50 ML {RORA FLOW}-,REPARING,WITH SOLID PLUNGER TEFLON-,COCK COMPLETE,NO, , ,                    , , ,0,0,400,302S552,20032004,RP,128,400,21/10/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,04/09/2003,  
19202056,20hp/GP-2000 DRIVE DULY REPAIRED,WITH REQUIRED SPARE'S,ALL OTHER,DETAILS AS PER ENGR'S INSTRUCTION'S COMPLETE & AS PER YR QUOT.,NO, , ,                    , , ,0,0,0,302H100,20002001,RP,71,26503.68,02/09/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
12082086,KIT STRAIGHT THROUGH FOR CABLE,0,JOINTING SUIT.FOR 3.1/2 COREX400mm2-,L.T.CABLE COMPLETE SET{ALU.FERRULS & ALU.LUG'S ETC.},NO, , ,                    , , ,0,0,2625,302U073,20122013,ST,699,2500,13/07/2012,16/07/2012,1,114.1304348,0,0,0,0,0,0,0,0,A,20, , , ,NULL,1,2625,13/07/2012,  
19201420,"MOTOR VERTICAL 125HPX1400RPM,""USA""-",FOOT MOUNTING,TO BE REPAIR,ALL OTHER COMPLETE TECH.DETAIL'S AS PER OUR-ENGR'S COMPLETE,NO, , ,                    , , ,0,0,12000,302(E)093,20022003,RP,132,12000,08/10/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,23/08/2002,  
19203033,CONTROLLER (LEVAL)BARGRAPH REPARING-,RANGE:0-100,I/P:4 TO 20 MADC,ALL -COMPLETE TECH.DETAL'S AS PER OUR-ENGR'S (INSTRUMENT)INSTRUCTION'S,NO, , ,                    , , ,0,0,950,302K172,20042005,RP,72,950,02/07/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,01/07/2004,  
11803048,GERM HYDROCYCLON S.S. 304 Q.,MADE FROM BAR STOCK (NON-CASTING),HAVING G/F CONE OF:25mm DIA FOR K1-,SERIES COMPLETE WITH CAP,NO, , ,                    , ,S1500,0,0,43680,302S240,20112012,SP,98,41600,24/06/2011,24/06/2011,1,11394.78261,0,0,6,262080,6,262080,0,0,A,20, , , ,NULL,0,0,06/06/2011,  
11302009,"PUMP 2.1/2""X2.1/2"" WITH S.S.304 Q.",VOLUTE CASING.S.S.STUFFING BOX,C.I.HOUSING WITH S.S.SHAFT & S.S.ROTOR, COMPLETE WITH GLAND & 3205BEARING'S.,NO, , ,                    , , ,0,0,15583.7,302P036,20032004,ST,387,15583.7,30/06/2003,21/07/2003,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,19/05/2003,  
12013001,"FAN EXHAUST 12""/1400RPM,INDUSTRIAL-",RUBBER COATED,OPERATING VOLTAGE:250-,"VAC,INSULATION CLASS:""B"",SWEEP:300mm COMPLETE WT STD.ACCESSORIES.",NO, , ,                    , , ,0,0,2213.75,302K192,20112012,ST,320,1925,24/06/2011,05/07/2011,1,192.5,0,0,2,4427.5,2,4427.5,0,0,A,20, , , ,NULL,0,0,13/06/2011,  
19201030,ASSEMBLY & TESTING CHARGES OF OUR,ROOTS BLOWER M/C MTLK-100, ALL OTHER,DETAILS AS PER ENGR'S INSTRUCTRION'S COMPLETE.,NO, , ,                    , , ,0,0,2720,302A254,20022003,RP,97,2650.1,18/07/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,11/07/2002,  
19201123,"VALVE CONTROL PNEUMATIC 2"" REPARING/",OVERHAULING/TESTING/PAINTING ETC.,SR.NO:920175,REPLACEMENT OF DEMAGED COMPONENTS COMPLETE WT INSTRUCTIONS,NO, , ,                    , , ,0,0,9884.59,302V104,20032004,RP,252,7890,15/04/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,25/02/2004,  
15207021,"PRE.GAUGE, DIAL-6"",BOURDEN TYPE CAGE",&HOUSING&INTERNALS-SS-304,PRE.,"RANGE0-6KG/CM2,TEMP300DEG.C*1/2""BSPT CON.Q-TYPE SS-SYPHONE&GAUG COCK",NO, , ,                    , , ,0,0,3394.93,302M060,20072008,CP,376,2802.5,31/01/2008,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,42:28.0,0,0,04/12/2007,  
15282278,FEED TANK MOC:SS-304 CAP:23000 LTR,SHELL DIA : 2900 MM, 5MM THK, SHELL+CONE HT: 3400MM+1500MM CONE THK 6MM TOP COVER 3MM THK DETAILS AS PER DRG,NO, , ,                    , , ,0,0,723000,302M175,20072008,CP,417,723000,31/01/2008,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,15:33.0,0,0,31/12/2007,  
15282279,SETTLER TANK MOC:SS-304 CAP:23000LTR,SHELL DIA : 2800 MM, 5MM THK, SHELL+CONE HT: 3500MM+1500MM CONE THK 6MM TOP COVER:3MM THK DETAILS AS PER DRG,NO, , ,                    , , ,0,0,630000,302M175,20072008,CP,418,630000,31/01/2008,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,15:00.0,0,0,31/12/2007,  
15201170,"TOP/MIDDLE ZONE OF ""ECONOMISER"" COMP",OF:9SETS OF COIL HAVING 18TUBES SIZE,"38.1mmODX9/10SWG BENDS ""ERW"",""IBR""-",APPROVED CONF:BS-3059/III DRG:BR191.,NO, , ,                    , , ,0,0,603000,302G108,20022003,CP,18,603000,27/07/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,26/07/2002,  
15201196,"TOP/MIDDLE ZONE OF""ECONOMISER""COMPL.",OF:03 SET'S OF COIL HAVING 18 TUBE'S,"SIZE'S:38.1mmODX9/10SWG BENDS""ERW""",IBR CONF:BS-3059/III DRG:BR191.,NO, , ,                    , , ,0,0,0,302G108,20022003,CP,38,181704,29/11/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,28/10/2002,  
15202027,CABLE PVC COPPER 4 SQ.mm X 4 CORE-,PVC INSULATED & PVC SHEATHED ARMORED,ISIAPPROVED,"1.1KV GRADE CONFIRMING TO IS:1554/1/88,""POLYCAB""MAKE",MR, , ,                    , , ,0,0,73.5,302D097,20122013,CP,178,70,21/08/2012,NULL,78,11122.86957,0,0,1100,170071,1100,170071,0,0,A,20, ,STORE, ,32:21.0,682,85755,26/07/2012,  
15202028,CABLE PVC COPPER 2.5 SQ.mm X 4 CORE-,PVC INSULATED & PVC SHEATED ARMORED-,ISIAPPROVED,"1.1KV GRADE CONFIRMING TO IS:1554/1/88,""POLYCAB""MAKE",MR, , ,                    , , ,0,0,78.04,302G240,20092010,CP,169,68.67,01/01/2010,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,07/08/2009,  
16502026,PUMP TRAILER FIRE CAP.:1,800 LTR'S-OUTPUT PER MINUTE AT 07KG/CM2,CONFORMING TO IS:944,WT CONTROLPANEL &CONSIST.OF:STARTER SWITCH/AMPMETER,NO, , ,                    , , ,0,0,348348,302S008,20022003,CP,35,288750,07/02/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,18/10/2002,  
15201380,VESSEL FEED MOC:SS 304Q.HAVING 10M3-,VOLUME,STYLE:VERTICAL,CYLINDRICAL WT CONICAL BOTTOM & WT TOP FLAT COVER. ALL DETAIL'S AS PER YR QUOT.COMPLETE,NO, , ,                    , , ,0,0,297000,302(E)047,20022003,CP,112,275000,23/05/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,11/03/2003,  
11401023,"PRESSURE GAUGE 6"" (150 MM) 0-60 KG/",CM2,AISI SS 316 BOURDON TUBE,"CONNECTION 1/2"" NPT (M),ACCU:1%, 3/8"" BSP BOTTOM CONNECTION",NO, , ,                    , ,S2306,0,0,1155,302M323,20122013,ST,671,1100,03/09/2012,31/01/2013,1,50.2173913,0,0,0,0,0,0,0,0,A,20, ,STORE,UPD,10:39.0,1,1155,07/07/2012,  
11410051,"THERMOMETER{150mm} 6""DIAL RNG:0-150",150 DEG.'C'.BIMETAL DIAL,"BACK CONNE-CTION,STEM LENGTH:10"",STEM DIA:3/8""","CONNECTION 1/2""BSP{M}ADJUSTABLE.",NO, , ,                    , , ,0,0,750,302V060,20052006,ST,1305,750,28/11/2005,28/11/2005,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,21/11/2005,  
11401082,"PRESSURE GAUGE 4"" (100mm) 0-60 KG'S",ACCU:+ - 1% OF FSD,MOUNTING:BOTTOM,"CONNECTION 1/2"" NPT (M),ACCU:1%, 3/8"" BSP BOTTOM CONNECTION BOURDON:AISI 316 SS.",NO, , ,                    , , ,0,0,1128.6,302C025,20032004,ST,2450,1128.6,07/04/2004,19/04/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,20/02/2004,  
15201223,TAG NUMBER PSV-01,SERVICE:'HYDROGEN',SIZE:1 D 2,CROS BY VALVE CONNECTION:FLANGE RATING:600X150 SET PRESSURE-45KG/CM2 CAP.:166NE/HR JOS-E-45-OR-J,NO, , ,                    , , ,0,0,11460.8,302T101,20032004,CP,185,9500,19/03/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,06/12/2003,  
11420006,SWITCH PRESSURE RNG:0-4BAR,MEDIA:OIL,RATING:05 AMPS,230VAC CONNECTION:1/4,NO, , ,                    , ,S2117,1,2047.5,2047.5,302P227,20122013,ST,440,1950,12/06/2012,17/07/2010,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE,UPD,16:39.0,0,0,07/06/2012,  
19209271,REPAIRING OF PRESSURE GAUGE,,"6"" DIAL RANGE : -07 KG/CM2,GLYCERINE","FILLED DIAPHRAM TYPE, 1/2"" BSP CONNECTION.",NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,55:14.0,0,0,NULL,  
19201394,PIPE SS 316L REPARING ARGON ARE-,WELDING & IS TO BE HYDRAULICALLY-,TESTED AT 10 KG/CM2,FOR GLUCOSE-CONT.CONVERTAR CIR.PUMP SECT.SIDE,NO, , ,                    , , ,0,0,1350,302S240,20032004,RP,11,1350,08/05/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,16/04/2003,  
12081978,TOTALLISER TIME MODEL:CE622,VOLTS230,FREQ-50H2,REF.SR.NO:8293-61-CONTROLS & EQUIPMENTS BOMBAY MAKE,NO, , ,                    , ,S3004,0,0,487.02,302R068,20012002,ST,2043,487.02,11/04/2002,13/03/2003,0,0,0,0,0,0,0,0,0,0,A,20, ,31032004, ,NULL,0,0,27/02/2002,  
16201218,FAN COOLING ALLU.CASTING FOR RADICON,GEAR BOX WITH 40mm DIA SHAFT HOLE,,AS PER OUR SAMPLE FOR OUR ANHY.DEXT. COOLING TOWER COMPLETE,NO, , ,                    , , ,0,0,225,302S240,20012002,MS,46,225,06/07/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,08/06/2001,  
16203492,HANDLE ASSEMBLY (PULLEY COVER,HANDLE,MICRO SWITCH,TERMINAL BLOCK CAB TYPE CORD & HANDLE COVER ARM STRONG,NO, , ,                    , , ,0,0,0,302D154,20102011,CO,7,475,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,57:05.0,0,0,01/04/2010,  
15201936,"FLOW METER ELECTROMAGNATIC 4""",MODEL:'NIVOMAG'MFI-600,WT SWITCHED-,"DC FIELD HAVING AUTOMATIC""O""POINT- CORRECTION.HOUSING:'A'SENSOR--------",NO, , ,                    , , ,0,0,42945.34,302N071,20042005,CP,229,35500,16/12/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,14/10/2004,  
19210004,SCALE M/C:4109,CAP:150KG'S,550X650mm,DS-410 PCB {WT DISPLAY TUBE}-CORROSION TO BE REPAIR COMPLETE,NO, , ,                    , , ,0,0,2925,302(E)066,20032004,RP,84,2925,16/07/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/07/2003,  
19201624,PUMP MODEL:KGEN-148 WT 'HOFMANN'-,COATING MICROBEAD & POLY CERAMIC,LIQUID TO RESIST ABRASION,EROSION & CORROSION.,NO, , ,                    , , ,0,0,6324,302H126,20042005,RP,94,6800,16/11/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,31/07/2004,  
12082250,CABLE TRAY SIZE:75 X 300 X 75MM 4SWG,LADDER TYPE C.I.HOT DIP. 90 TO 100,MICROUS, 2.5MTR LEN.WITH G.I.HOT DIP COUPLER PLATE & HARDWARE,MR, , ,                    , , ,0,0,364.82,302S838,20102011,SP,532,315,13/01/2011,17/01/2011,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,41:20.0,0,0,30/12/2010,  
12082151,600MM HOT DIP GALVANIZED LADDER TYPE,CABLE TRAY SIZE 600MMX75MM(2MMTHICK),X2.5 METER, ADIQUATE COLLER WITH  COUPLER PLATES & HARDWARE,MR, , ,                    , , ,0,0,630,302A422,20062007,ST,1677,560,06/03/2007,06/03/2007,0,0,0,0,0,0,0,0,0,0,A,20, , , ,35:20.0,0,0,10/02/2007,  
15201668,LANTERN STOOL ASSEMBLY WT GEAR PLATE,TOP SHAFT{SS},BEARING HOUSING,SS 316 COUPLING GEAR & SHAFT COUPLING.,NO, , ,                    , , ,0,0,115344,302(E)047,20032004,CP,224,106800,13/02/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,13/02/2004,  
15205154,BARE PUMP TYPE : PL 1011 LPH: 0-20,,PRESSURE KG/CM2 8  CONNECTION,"SUCTION/DISCHARGE A/2"" BSP(F) COUPLING & GUARD  BASE FRAME",NO, , ,                    , , ,0,0,16983,302P330,20082009,CP,399,16650,31/03/2009,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,54:37.0,0,0,09/02/2009,  
15215007,BASE FRAME MS- CPKC 50-315 as PUMP,12.5HP/1500RPM MOTOR,COUPLING PAIR,COUPLING & SET OF FOUNDATION BOLTS TAG NO :TP-04/PP-01,NO, , ,                    , , ,0,0,7316.4,302P135,20102011,CP,262,6968,28/01/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,42:46.0,0,0,27/09/2010,  
15282912,MS BASE FRAME FOR PUMP MODEL MEGA,GC-50/160,10HP/2900RPM MOTOR ,LOVE JOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,6993,302P135,20092010,CP,354,6660,29/12/2009,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,53:52.0,0,0,07/12/2009,  
15282442,MS BASE FRAME FOR PUMP,CPK C 40/200 S & 1.1KW,1420RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,4820.4,302P135,20072008,CP,175,4635,19/12/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,38:12.0,0,0,11/09/2007,  
15282444,MS BASE FRAME FOR PUMP- ,CPK C 40/200 S & 5.5KW,2875RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,5850,302P135,20072008,CP,175,5625,17/12/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,40:46.0,0,0,11/09/2007,  
15282445,MS BASE FRAME FOR PUMP:,CPK C 32/160 S & 1.1KW,1420RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,4820.4,302P135,20072008,CP,175,4635,19/12/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,41:57.0,0,0,11/09/2007,  
15282446,MS BASE FRAME FOR PUMP'        ,CPK C 32/160 S & 1.5KW,2840RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,4726.8,302P135,20072008,CP,175,4545,19/12/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,43:59.0,0,0,11/09/2007,  
15282447,"MS BASE FRAME FOR PUMP""",CPK C 32/160 S & 2.2KW,2840RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,4726.8,302P135,20072008,CP,175,4545,19/12/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,45:42.0,0,0,11/09/2007,  
15282448,MS BASE FRAME FOR PUMP\  ,CPK C 50/250 S & 3.7KW,1425RPM MOTOR,LOVEJOY COUPLING PAIR COUPLING GUARD SET OF FOUNDATION BOLTS,NO, , ,                    , , ,0,0,6689.76,302P135,20102011,CP,931,6371.2,25/03/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,47:12.0,0,0,25/02/2011,  
15215009,BASE FRAME MS-CPKC 40-160s PUMP &,3 HP/2900RPM MOTOR, COUPLING PAIR,COUPLING GUARD & SET OF FOUNDATION BOLTS  TAG NO:CP-01,NO, , ,                    , , ,0,0,5052.6,302P135,20102011,CP,262,4812,22/12/2010,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,25:31.0,0,0,27/09/2010,  
15215011,BASE FRAME MS.-CPKC 32-125 s PUMP &,3HP/2900 RPM MOTOR,COUPLING PAIR,COUPLING GUARD & SET OF FOUNDATION  BOLTS  TAG NO:SWP-01,NO, , ,                    , , ,0,0,5897.43,302P135,20122013,CP,286,5616.6,07/01/2012,NULL,1,256.41,0,0,1,5897.43,1,5897.43,0,0,A,20, ,STORE,UPD,58:23.0,0,0,09/01/2013,  
15215013,BASE FRAME MS.-MEGA GC-125-315 PUMP ,& 50HP/1500RPM MOTOR,COUPLING PAIR,COUPLING GUARD & SET OF FOUNDATION  BOLTS:TAG NO RPCT-01,NO, , ,                    , , ,0,0,13263.6, , , ,0,15748.12,28/01/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,37:48.0,0,0,NULL,  
15215003,BASE FRAME MS -CPKC 40-160 s PUMP&,7.5HP/2900RPM MOTOR, COUPLING PAIR,COUPLING GUARD& SET OF FOUNDATION BOLTS  TAG 100 FP-01,NO, , ,                    , , ,0,0,5052.6,302P135,20102011,CP,478,4812,30/03/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE,UPD,00:32.0,0,0,24/11/2010,  
15215005,BASE FRAME MS -CPKC 50-250 s PUMP&,7.5HP/1500RPM MOTOR, COUPLING PAIR,COUPLING GUARD& SET OF FOUNDATION BOLTS  TAG 100 FP-01,NO, , ,                    , , ,0,0,6689.76,302P135,20102011,CP,262,6371.2,22/12/2010,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,20:18.0,0,0,27/09/2010,  
15201372,BLENDER CONICAL HAVING 2.5M3 WORKING,VOLUME,STYLE:'VERTICAL',WT TOP FLAT-COVER MOC:SS 304Q. COMPLETE WITH-STD.ACCESSORIES.,NO, , ,                    , , ,0,0,426600,302(E)047,20022003,CP,104,395000,04/06/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,03/03/2003,  
15202217,RING TYPE CURRENT TRANSFORMER-RATIO,2000/5 A,ACCURACY 0.5 CLASS,WITH ACR COVERS IN TWO HALVES INCLUDING SEAL-ING ARRANGEMENT-LINE 660 V VA-15,NO, , ,                    , , ,0,0,991.16,302A478,20082009,CP,327,825,20/12/2008,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,26:25.0,0,0,15/12/2008,  
15201056,COOLING TOWER MODEL:7002, 2-CELL ,TREATED TIMBER CROSS FLOW WATER,FLOW RATE:110 CMH X 2) ALL OTHER -DETAILS AS PER YR QUOT.COMPLETE,NO, , ,                    , , ,0,0,0,302B171,20002001,CP,51,357615.96,15/02/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
19201054,"VALVE NEEDLE H.P.2"" SS 304Q.REPAIRED",FOR OUR A'CLAVE NO:03,ALL OTHER -,DETAIL'S AS PER OUR ENGR'S INSTRU-CTION'S COMPLETE,NO, , ,                    , , ,0,0,0,302D101,20002001,RP,101,965,06/10/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
19201056,SHAFT/ROTOR OF OLD MOTOR  REPAIRED,WITH REPLACE EN-8 SHAFT,ALL OTHER -,DETAIL'S AS PER OUR ENGR'S INSTRU-CTION'S COMPLETE,NO, , ,                    , , ,0,0,2557.5,302G260,20122013,RP,275,2557.5,23/01/2013,NULL,1,633.2608696,0,0,0,0,0,0,0,0,A,20, , , ,NULL,3,14565,15/01/2013,  
19201062,STEEL WIRE ROPE 16mm SPLISING -,CHARGES SET OF 3 NO'S,ALL OTHER,DETAILS AS PER OUR ENGR'S INSTRU-CTION'S COMPLETE,NO, , ,                    , , ,0,0,0,302N106,20002001,RP,93,1200,21/09/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
11609071,SPARE BEND FOR RSH ASSEMBLY ,SA 213 T22,REF:DRG:NO:BF007-03-52-0-001,CVL MAKE ,NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,37:23.0,0,0,NULL,  
19209164, LABOUR CHARGES FOR FABRICATION,,REMOVAL OF OLD BED COILS- AND,INSTALLATION OF NEW BED COILS IN CVPL-MAKE 40T FBC-BOILER,NO, , ,                    , , ,0,0,0,302S819,20102011,WO,176,225,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,07:54.0,0,0,27/01/2011,  
11305041,PUMP METERING MODEL:SWEL202MD/30-P-1,CAP:24 LPH,DIS.PRESS.3.5KG/CM2,CYLINDER:P.P.DIAPH:PTFE COMPLETE-WITH ALL STD.ACCESSORIES.,NO, , ,                    , , ,0,0,24536.31,302S534,20062007,ST,1296,20282.5,29/12/2006,04/01/2007,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,13/12/2006,  
15201156,TANK MODEL:CCV-1000-02,CAP.:10000-LTR'S,CYLINDRICAL VERTICAL CHEMICAL/,"ACID STORAGE,WITH CLOSED TOP,""SINTEX DIM.:2550mmDIA/2480mmH/520mmMOUTH",NO, , ,                    , , ,0,0,44172.8,302J109,20022003,CP,8,44172.8,25/06/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,18/06/2002,  
16502048,BELT SAFETY 44mmWIDE SAVIOUR HAMESS-,NYLON WEBBING TESTED FOR 2,000KG BS,WT 6mmTHK COATED FRICTION BUCKLE &-D-RING JOINT LESS ALONG WITH COPPER,NO, , ,                    , , ,0,0,425,302S615,20042005,MS,115,425,01/09/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/08/2004,  
