JOBYEAR,JOBSERIES,JOBNO,JOBDATE,DEPTYPE,DEPTCODE,INDENTOR,MACHTYPE,MACHCODE,SUPPCODE,APRVINDENTOR,DAYS,FROMDATE,TODATE,RETIND,EQUIPTYPE,EQUIPCODE,SPECIFICATION,WORKDESCRIPTION,ENGREMARK,ITEMCODE,ITEMSRNO,PROBLEM,ACTIONTAKEN,ROOTCAUSE,ISUQTY,STKRATE,ISUVALUE,LABHOURS,LABCOST,TOTCOST,REMARK,STATUS,ACTION,EXTFROMDATE,EXTTODATE,EXTFROMDATE1,EXTTODATE1,BILLNO,BILLDATE,
20112012,OM,65,00:00.0,D,306,130, , ,302V149, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION AND MAINTENANCE OF BOILERS, , ,1,605000,605000,50,0,605000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,66,00:00.0,D,308,130, , ,302I127, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION OF H2S SCRUBBER PLANT, , ,1,111300,111300,12,0,111300, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,67,00:00.0,D,309,130, , ,302G258, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION OF BIO GAS ENGINE LABOUR SUPPLY, , ,1,0.05,0.05,12,0,0.05, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,67,00:00.0,D,309,130, , ,302G258, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,2,SPARE SUPPLY, , ,1,0.38,0.38,12,0,0.38, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,68,00:00.0,D,306,130, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,AS PER ANNUAL WORK CONTRACT UP TO 1.25 KM ETP PER TON, , ,1,100,100,30,0,100, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,69,00:00.0,D,306,130, , ,302V193, ,31,00:00.0,00:00.0,Y, , , , , ,19281064,1,AS PER ANNUAL CONTRACT COAL FEEDING WITH JCB/LOADER AND TRACTOR, , ,1,55,55,30,0,55, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,70,00:00.0,D,404,105, , ,302A537, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,1,"WATER PIPELINE WORK FOR FIRE HYDRANT.1"" PIPELINE WORK AT GLUTON DRYER SECTION.VALVE FITTING AND HOSERAIL FITTING WORK.", , ,1,5500,5500,6,0,5500, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,71,00:00.0,D,3,121, , ,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,1,DISMENTALLING WORK OF OLD SO2 BURNER.ALL PIPELINE DISMENTALLING WORK AND SHIFTING IT TO SCRAP YARD.OLD GAS PIPELINE DISMENTALLING WORK., , ,1,18000,18000,8,0,18000, , ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,OM,72,00:00.0,D,306,130, , ,302V149, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION AND MAINTENANCE OF BOILERS, , ,1,605000,605000,50,0,605000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,73,00:00.0,D,308,130, , ,302I127, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION OF H2S SCRUBBER PLANT, , ,1,111300,111300,12,0,111300, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,74,00:00.0,D,309,130, , ,302G258, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION OF BIO GAS ENGINE LABOUR SUPPLY, , ,1,0.05,0.05,12,0,0.05, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,74,00:00.0,D,309,130, , ,302G258, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,2,SPARE SUPPLY, , ,1,0.38,0.38,12,0,0.38, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,75,00:00.0,D,306,130, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,AS PER ANNUAL CONTRACT COAL FEEDING WITH JCB/LOADER AND TRACTOR, , ,1,55,55,30,0,55, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,76,00:00.0,D,306,130, , ,302V193, ,30,00:00.0,00:00.0,Y, , , , , ,19281064,1,AS PER ANNUAL WORK CONTRACT UP TO 1.25 KM ETP PER TON, , ,1,100,100,30,0,100, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,OM,77,00:00.0,D,405,125, , ,302S809, ,61,00:00.0,00:00.0,Y, , , , , ,19281064,1,OPERATION OF WORK SHOP ( ELECT. & MECH. ) ONLY LABOUR & SERVICE, , ,2,213500,427000,23,0,427000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,61,00:00.0,D,406,160,M,74,302D097, ,9,00:00.0,00:00.0,Y, , , , , ,19281064,1,"ACCOUNT OFFICE NEW LIGHTING , COMPUTER WIRING WORK", , ,1,135175,135175,0,0,135175,WORKING LABOUR : 10, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,68,00:00.0,D,101,160,M,67,302G267, ,3,00:00.0,00:00.0,Y, , ,FILTER MACHINE PANEL COMMISSIONING WORK, , ,19281064,1,FILTER MACHINE PANEL COMMISSIONING WORK, , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,69,00:00.0,D,201,160,M,85,302D097, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,GD 6 ELECTRICAL WORKS, , ,1,46430,46430,0,0,46430,AS PER ENGEENIRS INSTRUCTION, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,70,00:00.0,D,502,160,M,63,302D097, ,4,00:00.0,00:00.0,Y, , , , , ,19281064,1,REMOT PUSH BUTTON WORK WITH CABLE LAYING , , ,1,3740,3740,0,0,3740, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,71,00:00.0,D,1**,121,M,67,302A537, ,1,00:00.0,00:00.0,N, , , , , ,19281064,1,SHIFTING OF CAUSTIC TANK FROM CHEMICAL STARCH PLANT TO OUT SIDE OF THE PLANT, , ,1,6000,6000,0,0,6000,SETLLER LINE REPLACEMENT + REMOVAL UNSED SETLLER WORKING PERSON : 05, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,72,00:00.0,D,406,182,M,B17,302P350, ,60,00:00.0,00:00.0,N, , , , , ,19281063,1,P & F / R.C.C. COMPOUND WALL AS PER SPECIFICATION, , ,4400,415,1826000,0,0,1826000,WORKING PERSON : 20-25 LABOUR, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,73,00:00.0,D,406,182,M,B14,302P239, ,8,00:00.0,00:00.0,N, , , , , ,19281063,1,PVC FLOORING ARMSTRONG 1.5 mm THK., , ,2200,50,110000,0,0,110000,WORKING PERSON : 08 LABOUR, ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,PR,74,00:00.0,D,201,182,M,85,302N209, ,22,00:00.0,00:00.0,N, , , , , ,19281064,1,FOUNDATION & GRAUNTING WORK FOR GD-06 JOB, , ,1,454000,454000,0,0,454000,WORKING PERSON : 15 LABOUR, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,75,00:00.0,D,406,182,M,D01,302A331, ,7,00:00.0,00:00.0,N, , , , , ,19281063,1,GODREJ WORK STATION'S & STORAGE UNIT'S , , ,1,1460312,1460312,0,0,1460312,CP 333 & 410 WORKING PERSON : 10 LABOUR, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,76,00:00.0,D,201,105,M,85,302R231, ,2,00:00.0,00:00.0,N, , , , , ,19281064,1,ERECTION OF CYCLONE CHIMANY WITH HYDRA CRANE, , ,1,2000,2000,0,0,2000,PERSON : 05 LABOUR WITH HYDRA CRANE, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,77,00:00.0,D,601,182,M,87,302M335, ,12,00:00.0,00:00.0,N, , , , , ,19281064,1,FOUNDATION WORK FOR GAS HEATER WITH 2 PUMPS & GAS PIPE LINE SIPPORT WORK & STEP FOR STARCH B/H. ADH, , ,1,18000,18000,0,0,18000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,78,00:00.0,D,201,105,M,85,302A494, ,8,00:00.0,00:00.0,N, , , , , ,19281064,1,FOR GERM DRYER INSPECTION, , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,79,00:00.0,D,201,105,M,85,302N199, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,GERM DRYER NO 6, , ,145,95,13775,0,0,13775,( ALL OTHER TAXES EXTRA  ) RATE AS PER EXITING RATE LABOUR : 10 PERSON, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,79,00:00.0,D,201,105,M,85,302N199, ,15,00:00.0,00:00.0,Y, , , , , ,19281063,2,GERM FRYER NO : 6 ( 50 MM THK HOT INSULATION WITH LRB MATRESES HAVING 100 KGS/M3 DENS. & 26 G. ALUA.. CLADING, , ,145,380,55100,0,0,55100,ALL OTHER TAXES EXTRA RATE AS PER EXITING RATE CONTRACT, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,80,00:00.0,D,502,107,M,63,302R263, ,6,00:00.0,00:00.0,Y, , , , , ,19281064,1,"ION EXCHANGE PUMP FOR DISMENTALING. AND FABRICATION OF BASEFRAME FOR NEW PUMPFOR REGENERATION AND PUMP SUCTION AND DELIVERY LINE OF 3"" FABRICATION AND ERECTION WORK.", , ,1,6500,6500,0,0,6500,4-PERSON, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,81,00:00.0,D,406,182,M,B05,302R144, ,5,00:00.0,00:00.0,N, , , , , ,19281063,1,P/L WET MIX, , ,22,896,19712,0,0,19712,06 LABOURS FOR 5 DAYS INCL. CUTTING OF GROOVES ON ROAD NR. TEMPLE, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,82,00:00.0,D,305,112,M,72,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,2,00:00.0,00:00.0,N, , , , , ,19281064,1,NEW CATION COLUMN LOADING & UN-LOADING & OLD CATION COLUMN REMOVE FROM POSSITION & NEW COLUMN SHIFTING WORKS, , ,1,25000,25000,0,0,25000,LABOUR 08 PERSON & CRANE & HYDRA , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,83,00:00.0,D,305,112,M,72,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,2,00:00.0,00:00.0,N, , , , , ,19281064,1,REPAIRED COLOUMN UNLOADED IN D.M. PLANT, , ,1,5000,5000,0,0,5000,WORKING PERSON : 05 & HYDRA CRANE, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,84,00:00.0,D,406,182,M,B05,302R144, ,45,00:00.0,00:00.0,N, , , , , ,19281063,1,R.C.C. ROAD WORK IN FACTORY PREMISES NEAR MAIN OFFICE AREA, , ,1,2700000,2700000,0,0,2700000,25 TO 30 LABOURERS WITH MACHINERIES., ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,85,00:00.0,D,101,121,M,67,302A537, ,4,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Pump Installation, Tank Installation, Piping & Fittings Installation, Chillled Water Line Installation, Removal of Existing Lines & Repairing of Chilled Water Lines", , ,1,9500,9500,0,0,9500, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,86,00:00.0,D,502,107,M,63,302R263, ,2,00:00.0,00:00.0,Y, , , , , ,19281064,1,"SHIFTING OF ss TANK FROM STEEP VAT AREA TO REFINARY ION EXCHANGE BUILDING ERECTION OF TANK, FABRICATION OF BASE FRAME  FOR PUMP AND MOTOR AND ALL PIPELINE INLET TO TANK AND PUMP SUCTION AND DELIVERY LINE", , ,1,9500,9500,0,0,9500, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,87,00:00.0,D,406,182,M,B17,302P350, ,10,00:00.0,00:00.0,N, , , , , ,19281063,1,P & L PRECAST R.C.C. COMPOUND WALL, , ,1100,415,456500,0,0,456500,10 WORKERS, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,88,00:00.0,D,305,112,M,72,302I100, ,5,00:00.0,00:00.0,N, , , , , ,19281064,1,FOR NEW CATION ASSEMBLY FITTING WORKS , , ,1,0,0,0,0,0,WORKING PERSON : 5-6 LABOUR, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,89,00:00.0,D,8,182,M,67,302S791, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,FABRICATION & ERECTION WORK FOR STARCH DRIER FILTERS FRAME, , ,1,29000,29000,0,0,29000,10 PERSONS, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,90,00:00.0,D,504,105,M,63,302S861, ,7,00:00.0,00:00.0,N, , , , , ,19281064,1,"NEW ROTO PUMP,SUCTION AND DELIVERY PIPELINE,INSTALLATION OF MOTOR.", , ,1,6000,6000,0,0,6000,6, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,91,00:00.0,D,504,105,M,88,302S861, ,7,00:00.0,00:00.0,N, , , , , ,19281064,1,"VACCUME FINISHER MAZDA SYSTEM MODIFICATION,HEADER ,ALL VACCUME PUMPS AND SAPARATOR MODIFICATION", , ,1,4000,4000,0,0,4000,6, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,92,00:00.0,D,1,103,M,79,302S861, ,15,00:00.0,00:00.0,N, , , , , ,19281064,1,"NEW FAN ERRECTION WORK.MODIFICATION OF MAIZE PIPELINE,SQURE BOX FABRICATION WORK AND SUPPORTING WORK OF DUCT LINE.", , ,1,22000,22000,0,0,22000,WORKING PERSON : 06, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,93,00:00.0,D,7,105,M,67,302S861, ,4,00:00.0,00:00.0,N, , , , , ,19281064,1,NEW WASH WATER PUMP INSTALLATION WORK .SUCTION DELIVERY PIPE LINE FABRICATION WORK, , ,1,2000,2000,0,0,2000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,94,00:00.0,D,102,121,M,67,302A537, ,8,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Removal of existing chilled water lines behind the newly installed sodium hypochlorite tank, Fabrication & installation of platform for new sodium hypochlorite tank (20 X 2 ft) from the unused and scrap materials", , ,1,9500,9500,0,0,9500, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,95,00:00.0,D,201,105,M,85,302S861, ,30,00:00.0,00:00.0,N, , , , , ,19281064,1,"DISMENTLLING OF GERM VETTER PRESS FROM GD-3 AND UNLOADING,SHIFTING& ERRECTION, ON GD-6 ", , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,95,00:00.0,D,201,105,M,85,302S861, ,30,00:00.0,00:00.0,N, , , , , ,19281064,2,"DISMENTLLING OF GERM DEWATERING CAGE & FABRICTION & ERRECTION OF STRUCTURE FOR GERM DEWATERING CAGE ERECTION ON GD-6,4""X2"" MS CHANNEL BOX FOR STRUCTURE SUPPORT ", , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,95,00:00.0,D,201,105,M,85,302S861, ,30,00:00.0,00:00.0,N, , , , , ,19281064,3,"FABRICTION & ERRECTION OF 4"" SS LINE FOR WET GERM FROM GD-5 TO GD-6, GERM VETTER PROCCES WATER LINE FROM GD-6 TO GD-5, & 8"" LINE FOR GERM VETTER DISCHARGE TO GD-6 ", , ,1,0,0,0,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,95,00:00.0,D,201,105,M,85,302S861, ,30,00:00.0,00:00.0,N, , , , , ,19281064,4,ABOVE ALL WORKS RATE, , ,1,60000,60000,0,0,60000,"WORKING PERSON : 08 WITH ,HYDRA CRANE WHEN NEEDED.", ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,96,00:00.0,D,4,105,M,90,302S861, ,4,00:00.0,00:00.0,N, , , , , ,19281064,1,NEW CYCLONE FITTING WORK FOR NEW GERM HYDRO CYCLONE IN K1 SERIES., , ,1,2500,2500,0,0,2500,04 PERSONS, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,97,00:00.0,D,601,103,M,87,302S861, ,3,00:00.0,00:00.0,N, , , , , ,19281064,1,FOR THERMIC FUILD HEATER PIPE LINE MODIFICATION WORK INSTALLATION OF FOUR NOS. VALVE AS PER SUPPLIER INSTRUCTION FOR BY PASS ARRAGEMENT OF CONTROL VALVE OIL, , ,1,4000,4000,0,0,4000,WORKING PERSON : 04, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,98,00:00.0,D,304,160,M,72,302D097, ,10,00:00.0,00:00.0,Y, , , , , ,19281064,1,"R,O PLANT MCC PANEL INSTALLATION AND TERMINATION", , ,1,39920,39920,0,0,39920, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,99,00:00.0,D,304,160,M,72,302Y026, ,10,00:00.0,00:00.0,Y, , , , , ,19281064,1,R.O PLANT MCC PANEL INSTALLATION AND TERMINATION, , ,1,40149,40149,0,0,40149, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,100,00:00.0,D,201,105,M,85,302S861, ,15,00:00.0,00:00.0,N, , , , , ,19281064,1,"CONVEYOR DISMENTALING WORK FRO GD 53 AND GD 4.ANSD ALSO CONVEYOR MOUNTING WORK NEAR GD 5 AND GD 6.GEAR ,MOTOR DISMENTALING WORK .FABRICATION WORK FOR BASE FRAME OF GEAR AND MOTOR.............1 STRAIGHT CONVEYOR RS 15000/- AND 2 SMALL CONVEYORS 10000/-", , ,1,25000,25000,0,0,25000,6 PERSONS, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,101,00:00.0,D,504,105,M,80,302S861, ,31,00:00.0,00:00.0,N, , , , , ,19281064,1,Chill vector booster dismentalling work in refinary plant.Unloading and loading of new &  old booster from truck and shifting to 15 m height .All type of fabrication work related to shifting of booster.Platform and Relling cutting work is also included, , ,1,17000,17000,0,0,17000,8 persons, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,101,00:00.0,D,504,105,M,80,302S861, ,31,00:00.0,00:00.0,N, , , , , ,19281064,2," 6"" steam pipeline fabrication work,valve fitting work ,supporting work for pipeline as per requirement.", , ,1,20000,20000,0,0,20000,8 persons, ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,102,00:00.0,D,601,105,M,87,302N199, ,10,00:00.0,00:00.0,N, , , , , ,19281063,1,INSULATION MTRL OF 50 MM lrb WITH ALUMINIUM CLADDING, , ,62.77,380,23852.6,0,0,23852.6, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,102,00:00.0,D,601,105,M,87,302N199, ,10,00:00.0,00:00.0,N, , , , , ,19281064,2,INSULATION WORK OF 50 MM PIPELINE FOR THERMIC FLUID IN ADH PLANT., , ,62.77,95,5963.15,0,0,5963.15,10 PERSONS, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,103,00:00.0,D,4,105,M,90,302S861, ,5,00:00.0,00:00.0,N, , , , , ,19281064,1,"6"" PIPELINE FABRICATION WORK FOR MAIZE PUMP.MOUNTING OF VALVES AND PIPELINE SUPPORTING WORK.PIPELINE DISMENTALING WORK AND NEW NIPPLE FABRICATION WORK.", , ,1,18500,18500,0,0,18500,6 PERSONS., ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,104,00:00.0,D,901,153,M,33,302T162, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,1,REFINARY I/L SYRUP PASSING THROUGH MIXBED PIPELINE WORK WITH SUPPORTING & VALVE PROVISION, , ,1,4000,4000,4,0,4000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,105,00:00.0,D,406,125,M,74,302R263, ,8,00:00.0,00:00.0,N, , , , , ,19281064,1,PIPE LINE FABRICATION FOR MAIN BUILDING ( GYM ) , , ,1,3000,3000,5,0,3000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,106,00:00.0,D,1,103,M,79,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,8,00:00.0,00:00.0,N, , , , , ,19281064,1,"DISMENTALLING WORK OF GALVANIZE CHIMNEY AND DUCT FIXING WORK,BELLOW AND CLAMP FIXING WORK,ERECTION OF DUCT LINE AND CHIMNEY.", , ,1,16000,16000,0,0,16000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,107,00:00.0,D,1,103,M,79,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,15,00:00.0,00:00.0,N, , , , , ,19281064,1,LABOUR CHARGES FOR GI BEND DISMENTALLING WORK AND FIXING OF NEW BEND FOR DUCT LINE., , ,1,10000,10000,0,0,10000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,107,00:00.0,D,1,103,M,79,30200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ,15,00:00.0,00:00.0,N, , , , , ,19281064,2,"DISMENTALLING OF B4 ELEVATOR HOPPER,RE FITTING OF HOPPER AND PIPELINE OF MAIZE FEEDING..", , ,1,6000,6000,0,0,6000, , ,UPD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,108,00:00.0,D,404,106,M,82,302R263, ,10,00:00.0,00:00.0,N, , , , , ,19281064,1,PIPELINE FABRICATION WORK OF REJECT RO WATER.PIPELINE DISMENTALLING WORK AND ERRECTION WORK.VALVE FITTING WORK., , ,1,4000,4000,0,0,4000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,109,00:00.0,D,406,182,M,B05,302R144, ,60,00:00.0,00:00.0,N, , , , , ,19281063,1,R.C.C.TRIMIX ROAD WORK NEAR MAIN GATE & OFFICE, , ,1,243053,243053,0,0,243053, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,110,00:00.0,D,407,182,M,B17,302P350, ,20,00:00.0,00:00.0,N, , , , , ,19281063,1,P/F R.C.C.COMPOUND WALL, , ,1,371425,371425,0,0,371425, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,111,00:00.0,D,510,153,M,75,302R262, ,15,00:00.0,00:00.0,N, , , , , ,19281064,1,"I/E RECYCLE WASH 3"" PIPE & VALVE FITTING FOR HMCS", , ,1,5800,5800,4,0,5800, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,112,00:00.0,D,4,105,M,90,302S861, ,7,00:00.0,00:00.0,Y, , , , , ,19281064,1,CONVEYOR FITTING WORK FOR CG 2 .END PLATE CUTTING WORK AND GEAR-MOTOR MOUNTING WORK.SUPPORT FABRICATION WORK FOR GUTTER.GUTTER AND CONVEYOR DISMENTALLING AND RE FITTING WORK., , ,1,12000,12000,5,0,12000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,113,00:00.0,D,404,106,M,82,302R263, ,14,00:00.0,00:00.0,Y, , , , , ,19281064,1,pipe line fabrication work for reject ro water.pipeline supporting work .pipeline dismentalling and refitting work., , ,1,5000,5000,5,0,5000, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,114,00:00.0,D,201,105,M,65,302S861, ,6,00:00.0,00:00.0,Y, , , , , ,19281064,1,"Dismentalling work of germ conveying bag filter ,rotary valve ,structure of hopper and etc.and also loading of that.", , ,1,4500,4500,5,0,4500, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,115,00:00.0,D,407,116,M,76,302U082, ,90,00:00.0,00:00.0,N, , , , , ,19281064,1,REVAMPING WORK OF BIO DIGESTER NO: 01, , ,1,3315000,3315000,15,0,3315000,AS PER P.O. CP/569 DTD: 03/12/2011, ,UPD,00:00.0,00:00.0,00:00.0,00:00.0, ,NULL,
20112012,PR,116,00:00.0,D,504,105,M,80,302N199, ,8,00:00.0,00:00.0,Y, , , , , ,19281064,1,"INSULATION WORK FOR MODIFIED 6"" STEAM PIPELINE FOR CHILLED VECTOR", , ,1,16500,16500,10,0,16500, , ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,PR,117,00:00.0,D,504,160,M,63,302D097, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,SHIFTING AND INSTALLATION OF PANEL AND ITS STARTER CABLE LAYING AND ITS TERMINATION WORK WITH CABLE TRAY , , ,1,32250,32250,0,0,32250, , ,UPD,00:00.0,00:00.0,NULL,NULL, ,NULL,
20112012,PR,118,00:00.0,D,409,104,M,21,302J207, ,7,00:00.0,00:00.0,N, , , , , ,19281064,1,"FABRICTION & REPLACEMENT WORK OF STEAM & CONDENSET HEADER 3"" & 4"" NB, & ALL SUPPORTS OF GLUCOSE SECTION THE WORKS", , ,1,12000,12000,4,0,12000,E.S.I. + P.F. EXTRA, ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,119,00:00.0,D,901,107,M,98,302R263, ,19,00:00.0,00:00.0,Y, , , , , ,19281064,1,New blower erection work and air pipeline fabrication work for it., , ,1,0,0,8,0,0, , ,UPD,00:00.0,00:00.0,00:00.0,00:00.0, ,NULL,
20112012,PR,119,00:00.0,D,901,107,M,98,302R263, ,19,00:00.0,00:00.0,Y, , , , , ,19281064,2,"ION-EXCHANGE COLOUM UNLODING WORK WITH HYDRA ,ERRECTION WORK AND LEVELING WORK.FRONTAL PIPING FITTTING WORK.PIPELINE FABRICATION WORK FOR ION-EXCHANGE COLUM.", , ,1,0,0,8,0,0, , ,UPD,00:00.0,00:00.0,00:00.0,00:00.0, ,NULL,
20112012,PR,119,00:00.0,D,901,107,M,98,302R263, ,19,00:00.0,00:00.0,Y, , , , , ,19281064,3,"SHIFTING AND ERRECTION OF ONE TANK FROM ADH PLANT TO HMCS PLANT.AND HEADER FABRICATION WORK.PIPELINE MODIFICATION WORK FOR SYRUP I/L AND O/L PIPELINE.DM WATER PIPELINE FABRICATION WORK.PIPELINE FABRICATION AND FITTING FOR ACID ,CAUSTIC AND ETC...", , ,1,36000,36000,5,0,36000, , ,UPD,00:00.0,00:00.0,00:00.0,00:00.0, ,NULL,
20112012,PR,120,00:00.0,D,306,160,M,84,302D097, ,10,00:00.0,00:00.0,Y, , , , , ,19281064,1,"COAL PLANT PANEL INSTALLATION ,CABLE LAYING AND ITS TERMINATION  ,CABLE TRAY FIXING WITH SUPPORT", , ,1,30210,30210,0,0,30210, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
20112012,PR,121,00:00.0,D,3,121,M,69,302S861, ,15,00:00.0,00:00.0,Y, , , , , ,19281064,1,OLD PIPELINE MODIFICATION WORK FOR NEW VENTURY .NEW PUMP INSTALLATION WORK AND OLD PUMP DISMENTALING WORK FOR TANK., , ,1,0,0,4,0,0, , ,ADD,NULL,NULL,NULL,NULL, ,NULL,
